1625226956479275019,Mark Thomas Bertolini,mtbert,2023-02-13 20:14:36+00:00,@GA_Cutie_Pi For what service?,0,0,2,64
1717682907756580922,Mark Thomas Bertolini,mtbert,2023-10-26 23:21:32+00:00,"@POTUS Blah, blah, blah.  More useless drivel by an impotent administration that has done absolutely nothing to meet its campaign promise to enact gun control.  You are complicit by your inaction.",0,0,1,244
1692690898319020069,Mark Thomas Bertolini,mtbert,2023-08-19 00:12:13+00:00,@ShelArchambeau You go girl!!,2,0,2,48
1684030643812941824,Mark Thomas Bertolini,mtbert,2023-07-26 02:39:27+00:00,@Sophia_Nyx Secret Garden,0,0,0,126
1717682198331953629,Mark Thomas Bertolini,mtbert,2023-10-26 23:18:43+00:00,@VP Useless drivel from an administration that only talks and never acts.  Save your words of sympathy.  You are complicit by your inability to act.,0,0,0,97
1620520044844257280,Mark Thomas Bertolini,mtbert,2023-01-31 20:31:01+00:00,@DanielNewman Those people…,0,0,0,56
1636893195383570435,Mark Thomas Bertolini,mtbert,2023-03-18 00:52:04+00:00,@AccountableGOP Treasonous commentary!,5,0,2,5105
1652382998195568642,Mark Thomas Bertolini,mtbert,2023-04-29 18:43:01+00:00,@RnRNationlive @RnRliveRadio Pink Floyd,0,0,0,91
1620187807770886144,Mark Thomas Bertolini,mtbert,2023-01-30 22:30:49+00:00,@historyrock_ Led Zeppelin hands down!,33,0,3,1776
1692688013858423079,Mark Thomas Bertolini,mtbert,2023-08-19 00:00:45+00:00,@Sophia_Nyx Raising Arizona,0,0,0,23
1641065916820602880,Mark Thomas Bertolini,mtbert,2023-03-29 13:12:58+00:00,@We_Like_D0gs Smedley!,0,0,0,115
1566431861521391616,Mark Thomas Bertolini,mtbert,2022-09-04 14:23:53+00:00,@MariamD0607 Amazing!,1,0,1,Unavailable
1686060297415540752,Mark Thomas Bertolini,mtbert,2023-07-31 17:04:35+00:00,@historyrock_ No contest!  Robert Plant.,0,0,0,95
1636880952130514947,Mark Thomas Bertolini,mtbert,2023-03-18 00:03:25+00:00,Run from this company!!!,3,0,1,1174
1637136435521241090,Mark Thomas Bertolini,mtbert,2023-03-18 16:58:37+00:00,@Terence_Wilson1 @ATomIC1943 @jalan_jeff @AccountableGOP One of those coyote mornings!,0,0,0,93
1487140810785124356,Mark Thomas Bertolini,mtbert,2022-01-28 19:09:33+00:00,@DtjBarch Agreed https://t.co/gfr0WTq02m,0,0,0,Unavailable
1681816260902830082,Mark Thomas Bertolini,mtbert,2023-07-20 00:00:17+00:00,@EzraEfrat Absolutely!  The only missing ingredient is a dog!,0,0,0,105
1515379251725414404,Mark Thomas Bertolini,mtbert,2022-04-16 17:19:02+00:00,@WKCDOGS This crazy girl! https://t.co/rdD0Z81SCq,1,0,0,Unavailable
1651060835375017984,Mark Thomas Bertolini,mtbert,2023-04-26 03:09:13+00:00,@RnRNationlive @RnRliveRadio Three Dog Night,0,0,0,66
1570047515650580481,Mark Thomas Bertolini,mtbert,2022-09-14 13:51:12+00:00,@marcuslemonis Sustainable communities.,0,0,0,Unavailable
1412928373425377289,Mark Thomas Bertolini,mtbert,2021-07-08 00:15:49+00:00,@WKCDOGS Excuse me? https://t.co/7JO6VszO88,3,0,0,Unavailable
1676699651632689156,Mark Thomas Bertolini,mtbert,2023-07-05 21:08:43+00:00,@DrMoneyTrees John Wick 2,3,0,0,161
1636872870306480129,Mark Thomas Bertolini,mtbert,2023-03-17 23:31:18+00:00,@QuestDX What a bunch of BS.  Go to LabCorp.  @QuestDX is a sham!,0,0,0,60
1569724188948307969,Mark Thomas Bertolini,mtbert,2022-09-13 16:26:25+00:00,@marcuslemonis …no one gets out of it alive!,2,0,1,Unavailable
1636902859982753793,Mark Thomas Bertolini,mtbert,2023-03-18 01:30:28+00:00,"@ReturnofR Roy Rogers…an amazing song!

https://t.co/UN8LOdTRjd",10,1,0,836
1489663209195798530,Mark Thomas Bertolini,mtbert,2022-02-04 18:12:40+00:00,@DanielNewman …that they hate dogs…,0,0,0,Unavailable
1636873506808901632,Mark Thomas Bertolini,mtbert,2023-03-17 23:33:50+00:00,@QuestDX makes promises they can’t keep just to get you off the phone!  Go to LabCorp!,0,1,0,968
1459288447173246988,Mark Thomas Bertolini,mtbert,2021-11-12 22:34:12+00:00,@SangriaBia https://t.co/kR9wWGrAoN,0,0,0,Unavailable
1620820463864668161,Mark Thomas Bertolini,mtbert,2023-02-01 16:24:46+00:00,"@ReturnofR Journey, Chicago (especially Peter Et cetera)",2,0,3,2421
1501781619237138435,Mark Thomas Bertolini,mtbert,2022-03-10 04:46:54+00:00,"@prasad_reads @sabpeds @Aetna Since I have not had any management oversight since I retired in November 2018, I have no idea how prior authorization has evolved at Aetna/CVS.",0,0,0,Unavailable
1506680044172853261,Mark Thomas Bertolini,mtbert,2022-03-23 17:11:29+00:00,@MariamD0607 It’s a tough life😎,1,0,1,Unavailable
1636910985763078146,Mark Thomas Bertolini,mtbert,2023-03-18 02:02:45+00:00,@joeybagovdonuts Alice Cooper  Killer 1971,0,0,0,55
1603416438412222464,Mark Thomas Bertolini,mtbert,2022-12-15 15:47:23+00:00,@rickyricksmusic Yes….vice grips.,0,0,0,Unavailable
1620965702030225408,Mark Thomas Bertolini,mtbert,2023-02-02 02:01:54+00:00,@dellajean521 Peter Et cetera had a unique voice and sang in the same key on every song which resulted in every song being a variation of older songs ergo Et cetera.,0,0,1,408
1566879310220337154,Mark Thomas Bertolini,mtbert,2022-09-05 20:01:53+00:00,@SharonSalzberg Support,1,0,1,Unavailable
1454932320071426048,Mark Thomas Bertolini,mtbert,2021-10-31 22:04:31+00:00,@AlanBaxter https://t.co/JrMlmnsNVW,2,1,0,Unavailable
1650971597950316552,Mark Thomas Bertolini,mtbert,2023-04-25 21:14:37+00:00,@RnRNationlive @RnRliveRadio Go Gos,1,0,0,75
1470146017354043399,Mark Thomas Bertolini,mtbert,2021-12-12 21:38:19+00:00,@MariamD0607 Happy belated birthday mom!!,1,0,1,Unavailable
1637594808553295873,Mark Thomas Bertolini,mtbert,2023-03-19 23:20:02+00:00,"@ReturnofR Pink Floyd Dark Side of the Moon at Olympia Stadium in Detroit, MI 1972",9,0,1,882
1609033275720486912,Mark Thomas Bertolini,mtbert,2022-12-31 03:46:41+00:00,"@ReturnofR Shine On You Crazy Diamond, an amazing tribute to the great Syd Barrett, the original heart and soul of Pink Floyd.",4,0,1,465
1450804077286334473,Mark Thomas Bertolini,mtbert,2021-10-20 12:40:21+00:00,@MariamD0607 Keeping her in my thoughts and prayers Mariam!,2,0,1,Unavailable
1485330901974142976,Mark Thomas Bertolini,mtbert,2022-01-23 19:17:37+00:00,@DanielNewman Prince.,1,0,0,Unavailable
1674145711258992645,Mark Thomas Bertolini,mtbert,2023-06-28 20:00:16+00:00,@mariots @OscarHealth Amazing insights for all staring at this new space.  I am proud to be part of the Oscar team!,5,0,0,821
1602298208067223554,Mark Thomas Bertolini,mtbert,2022-12-12 13:43:56+00:00,"@midgetmoxie @bales1181 Planes, Trains and Automobiles",18,0,0,Unavailable
1473652797098713088,Mark Thomas Bertolini,mtbert,2021-12-22 13:53:00+00:00,@MariamD0607 💪👍🙏,1,0,1,Unavailable
1484915943134281728,Mark Thomas Bertolini,mtbert,2022-01-22 15:48:43+00:00,@MariamD0607 Keeping her in my thoughts and prayers.,1,0,1,Unavailable
1602685897375367170,Mark Thomas Bertolini,mtbert,2022-12-13 15:24:29+00:00,"@lofcr1 Every Breath You Take 

https://t.co/RSvepC7J4R",13,1,0,Unavailable
1424778770213310467,Mark Thomas Bertolini,mtbert,2021-08-09 17:05:04+00:00,@NateHan_sen2 True…where you can’t see it or taste it!,1,0,1,Unavailable
1637114449168416769,Mark Thomas Bertolini,mtbert,2023-03-18 15:31:15+00:00,@BasedDJackson @AccountableGOP Sad little man:) Obviously a Trumper.  Same syntax and brainless response as that insurrectionist.,0,0,1,117
1655281053110611975,Mark Thomas Bertolini,mtbert,2023-05-07 18:38:51+00:00,"@ReturnofR Down to who knows who, just to socialize…",0,0,0,136
1654616925173866502,Mark Thomas Bertolini,mtbert,2023-05-05 22:39:50+00:00,@DanielNewman The original Night of the Living Dead,0,0,0,59
1636876256888143872,Mark Thomas Bertolini,mtbert,2023-03-17 23:44:45+00:00,@AccountableGOP What a freak.  Go sell your pillows!,8,1,1,6207
1636913682121621509,Mark Thomas Bertolini,mtbert,2023-03-18 02:13:28+00:00,….and the dreadful experience at @QuestDX continues.  I wonder who leads this reckless place?,3,0,0,1264
1659908872704778240,Mark Thomas Bertolini,mtbert,2023-05-20 13:08:09+00:00,@RnRNationlive @RnRliveRadio Dwight Yoakam in Sling Blade,0,0,0,103
1602696041140260867,Mark Thomas Bertolini,mtbert,2022-12-13 16:04:47+00:00,"@ReturnofR Lord of the Thighs

https://t.co/mNo4wVAcNl",2,0,0,Unavailable
1636880101324275712,Mark Thomas Bertolini,mtbert,2023-03-18 00:00:02+00:00,"If you have a serious condition, do t go to @QuestDX .  Go to @Labcorp",3,1,1,1682
1608518463357849600,Mark Thomas Bertolini,mtbert,2022-12-29 17:41:01+00:00,"@WhalersPlates Governor Malloy rejected that very proposal, including turning Trumbull into an open-air mall and bringing a new team (then the Atlanta Thrashers) to Hartford.  His comment was “we don’t need an NHL team in Hartford”.",3,2,3,2347
1620082936778477568,Mark Thomas Bertolini,mtbert,2023-01-30 15:34:06+00:00,@crzyhorsefan @TodaysDayToday Been there…done that!,1,0,0,96
1637131652034883593,Mark Thomas Bertolini,mtbert,2023-03-18 16:39:36+00:00,@BasedDJackson @AccountableGOP You are soooo cute!,0,0,0,121
1424400587181854723,Mark Thomas Bertolini,mtbert,2021-08-08 16:02:18+00:00,"@NateHan_sen2 It depends on my mood.  Civilized, gentility…on top.  Ravenous, feral…mix it all up!",1,0,1,Unavailable
1674146197848588288,Mark Thomas Bertolini,mtbert,2023-06-28 20:02:12+00:00,"Amazing insights by Mario.  Clear, concise and realistic.  I am very proud to be part of the Oscar team!",11,1,1,1931
1478057426523881473,Mark Thomas Bertolini,mtbert,2022-01-03 17:35:26+00:00,@JuliaLaRoche Thank you Julia.  Great to see you a few weeks ago.,2,0,0,Unavailable
1573117161572376582,Mark Thomas Bertolini,mtbert,2022-09-23 01:08:53+00:00,@ReturnofR Chicago with Peter Excetera.,1,0,0,Unavailable
1636914558051778560,Mark Thomas Bertolini,mtbert,2023-03-18 02:16:57+00:00,Check out @QuestDX Consumer Reports and BBB ratings.  It is hard to find a score higher than 1 out of 5.  I wonder how that translates into their Net Promoter Scores….hmmmm.,2,0,0,1135
1503443844553232391,Mark Thomas Bertolini,mtbert,2022-03-14 18:51:59+00:00,"@DanielNewman Thnk ouy Dnil.  Nbudy iz nrmel, butt wee era awl prfik az wee arr…",1,0,0,Unavailable
1488708478407360515,Mark Thomas Bertolini,mtbert,2022-02-02 02:58:54+00:00,"@DanielNewman Fiesole, Italy just outside of my favorite city in the world…Florence.",4,0,0,Unavailable
