1694653346475303043,Rafael Nadal,RafaelNadal,2023-08-24 10:10:17+00:00,Hello everyone. Very excited to join Team @Infosys as their global brand ambassador. Infosys has brought its digital expertise to the global tennis ecosystem and love impact that Infosys is making to communities beyond the court. I am looking forward to this partnership to do… https://t.co/vf8wcV5ixp,8777,853,371,1153380
1681348267437703175,Rafael Nadal,RafaelNadal,2023-07-18 17:00:39+00:00,When are we playing 😉?,2437,118,126,875413
1681253648662249473,Rafael Nadal,RafaelNadal,2023-07-18 10:44:40+00:00,Yes 😉,2212,89,74,708201
1681253575521869825,Rafael Nadal,RafaelNadal,2023-07-18 10:44:23+00:00,Great news and Welcome @JonRahmpga to the family!,1326,77,20,502049
1680639579664048128,Rafael Nadal,RafaelNadal,2023-07-16 18:04:35+00:00,"Enhorabuena @carlosalcaraz . Nos has dado una alegría inmensa hoy y seguro que nuestro pionero en el tenis español, Manolo Santana, también ha estado animando allá dónde esté como de Wimbledon al que hoy te has unido. 
Un abrazo muy fuerte y a disfrutar del momento ¡¡¡Campeón!!!… https://t.co/y0j2GowX3O",244639,33674,2331,12272284
1671492344972038149,Rafael Nadal,RafaelNadal,2023-06-21 12:16:44+00:00,"In Mallorca inspiration can be found at every corner, from the @rafanadalacademy, to the amazing coastlines, roads and nature.@Kia_Worldwide  brought a fleet of EV6 GT, Kia's most powerful EV yet, to power even more inspiration around the island.
How would you Create Your Own… https://t.co/n9Q4Px30Ny",2834,173,133,418839
1669058947188137989,Rafael Nadal,RafaelNadal,2023-06-14 19:07:17+00:00,And this one is for you Nole. Congrats @DjokerNole for Sunday’s achievement.,24528,2056,699,2596726
1669058356777041920,Rafael Nadal,RafaelNadal,2023-06-14 19:04:56+00:00,"Thanks you Iga for your presence today here in Mallorca and for your words for all. @iga_swiatek  🙏🏻 
A special day for all those grown up kids and their families. And congrats once again for your amazing achievement on Sunday.",16147,1050,127,1243967
1667991421108846593,Rafael Nadal,RafaelNadal,2023-06-11 20:25:19+00:00,"Congratulations @CasperRuud98 for reaching your third Grand Slam final! More finals &amp; big 🏆 to come! 

But most of all, congratulations on being admired by players, fans and all the world of sport for your values on and off the court. We are very proud of you! VAMOS‼️ https://t.co/OiO2DF1MHv",0,469,0,Unavailable
1667932265198780418,Rafael Nadal,RafaelNadal,2023-06-11 16:30:15+00:00,"Many congrats on this amazing achievement @DjokerNole 
23 is a number that just a few years back was imposible to think about, and you made it! 
Enjoy it with your family and team! 👏🏻",95117,11294,1873,5081971
1665000604031172608,Rafael Nadal,RafaelNadal,2023-06-03 14:20:52+00:00,Merci. Vous me manquez trop 🥰,16229,1475,480,1461460
